NPI,PROVIDER_FIRST_NAME,PROVIDER_LAST_NAME,SPECIALTY,DEPARTMENT,KP_REGION,FACILITY,PROVIDER_TYPE,DEA_NUMBER,LICENSE_STATE,HIRE_DATE,STATUS,PANEL_SIZE,ACCEPTS_NEW_PATIENTS
1986122684,Nicholas,Davis,Emergency Medicine,Emergency Medicine,GA,Town Center Medical Office,NP,DEA5386106,DC,2009-02-13,ACTIVE,2491,N
1953104001,Stephanie,Martinez,Radiology,Radiology,SCAL,San Diego Medical Center,MD,DEA4142492,WA,2015-03-15,ACTIVE,1801,N
1880544085,Kathleen,Reyes,Nephrology,Nephrology,CO,Skyline Medical Center,NP,DEA7472312,GA,2021-01-24,ACTIVE,1049,Y
1121907812,Helen,Morales,Gastroenterology,Gastroenterology,GA,Crescent Center,MD,DEA2431655,VA,2015-09-15,ACTIVE,796,Y
1155586970,Anna,Turner,Pediatrics,Pediatrics,NCAL,Santa Clara Medical Center,NP,DEA6202146,OR,2017-06-02,INACTIVE,776,N
1190617001,Christine,Harris,Internal Medicine,Internal Medicine,NW,Interstate Medical Office,PA,DEA5809718,DC,2013-05-27,ACTIVE,2321,N
1951570966,John,Evans,Neurology,Neurology,NCAL,Fremont Medical Center,MD,DEA9088490,DC,2015-04-08,ACTIVE,489,Y
1742309905,Nicholas,Sanchez,Psychiatry,Psychiatry,GA,Town Center Medical Office,NP,DEA7984974,OR,2007-12-21,ACTIVE,1249,Y
1494426219,Kimberly,Murphy,Surgery,Surgery,CO,Rock Creek Medical Office,RN,DEA5357183,CO,2007-09-25,ACTIVE,418,Y
1268885528,Jessica,Hall,Radiology,Radiology,MID,Mid-Atlantic Medical Center,MD,DEA1156488,DC,2018-12-22,ACTIVE,2086,N
1767178259,Helen,Scott,Endocrinology,Endocrinology,SCAL,Riverside Medical Center,NP,DEA6062381,CO,2010-01-01,ACTIVE,740,N
1052947749,Joseph,Morales,Orthopedics,Orthopedics,MAS,Tysons Corner Medical Center,DO,DEA6385444,CO,2010-09-24,ACTIVE,2098,Y
1125945939,Debra,Evans,Urology,Urology,NW,Westside Medical Center,PA,DEA6842984,CA,2022-08-27,ACTIVE,2345,N
1016853756,Nicole,Nguyen,Dermatology,Dermatology,MAS,Tysons Corner Medical Center,MD,DEA7052640,HI,2013-12-10,ACTIVE,2220,Y
1525884273,Daniel,Hill,Emergency Medicine,Emergency Medicine,MAS,Tysons Corner Medical Center,NP,DEA1182093,OR,2019-07-23,ACTIVE,1699,Y
1545002390,Rebecca,Harris,Rheumatology,Rheumatology,GA,Crescent Center,MD,DEA9047368,CO,2014-04-17,ACTIVE,1681,N
1066164830,Anna,Gonzalez,OB/GYN,OB/GYN,NCAL,Santa Clara Medical Center,MD,DEA5900507,DC,2021-06-05,ACTIVE,1064,Y
1247803093,Matthew,Sanchez,Orthopedics,Orthopedics,SCAL,San Diego Medical Center,RN,DEA7465836,DC,2009-06-15,ACTIVE,2349,Y
1643240240,Jason,Campbell,Urology,Urology,GA,Crescent Center,MD,DEA1338259,CA,2013-11-02,ACTIVE,484,Y
1133275131,Timothy,Martinez,Gastroenterology,Gastroenterology,MID,Mid-Atlantic Medical Center,MD,DEA8325900,CA,2017-08-22,ACTIVE,1171,Y
1027935043,Mark,Hernandez,Internal Medicine,Internal Medicine,MAS,Capitol Hill Medical Center,RN,DEA8133670,MD,2014-10-09,ACTIVE,818,N
1419279101,Andrew,Harris,Oncology,Oncology,MAS,Capitol Hill Medical Center,MD,DEA3372462,WA,2012-01-08,ACTIVE,405,N
1499628259,Donna,Roberts,Urology,Urology,NW,Westside Medical Center,MD,DEA2208301,CA,2014-09-27,ON_LEAVE,1033,N
1377417866,Amanda,Morris,Oncology,Oncology,MID,Burke Medical Center,MD,DEA5680434,HI,2015-10-08,INACTIVE,1108,Y
1403424985,Shirley,Taylor,Oncology,Oncology,HI,Maui Lani Medical Office,DO,DEA7654097,HI,2009-05-04,INACTIVE,2231,Y
1461329063,Stephanie,Jones,Rheumatology,Rheumatology,MID,Mid-Atlantic Medical Center,DO,DEA3476166,CA,2010-10-02,ACTIVE,2051,N
1488168455,Pamela,Stewart,Orthopedics,Orthopedics,SCAL,Riverside Medical Center,MD,DEA2759077,GA,2014-05-25,ACTIVE,1687,Y
1265703527,Jacob,Scott,Oncology,Oncology,HI,Moanalua Medical Center,RN,DEA2843872,MD,2009-01-13,INACTIVE,445,N
1927533544,Susan,Carter,Endocrinology,Endocrinology,SCAL,Fontana Medical Center,NP,DEA6417206,CA,2023-08-28,ACTIVE,174,N
1249974318,Kevin,Murphy,Surgery,Surgery,HI,Moanalua Medical Center,PA,DEA2537380,GA,2016-06-08,ACTIVE,643,Y
1792676709,Lisa,Martinez,OB/GYN,OB/GYN,NCAL,Sacramento Medical Center,MD,DEA4969123,HI,2015-09-14,INACTIVE,774,Y
1489180748,Nicholas,Martin,Ophthalmology,Ophthalmology,NCAL,Fremont Medical Center,MD,DEA5655390,OR,2012-11-13,ACTIVE,1119,Y
1005716426,Jeffrey,Nguyen,Internal Medicine,Internal Medicine,NCAL,San Francisco Medical Center,MD,DEA3825669,CA,2021-01-26,ACTIVE,977,N
1876625945,Jack,Phillips,Rheumatology,Rheumatology,GA,Crescent Center,MD,DEA6204228,VA,2011-10-29,INACTIVE,1150,Y
1686787177,Daniel,Reyes,ENT,ENT,MID,Mid-Atlantic Medical Center,MD,DEA3335739,WA,2009-05-22,ACTIVE,1266,Y
1443074913,Jennifer,Jones,ENT,ENT,MID,Burke Medical Center,MD,DEA3606417,DC,2011-03-15,ACTIVE,1546,N
1881589564,Barbara,Johnson,Radiology,Radiology,HI,Maui Lani Medical Office,RN,DEA3745905,HI,2019-04-22,ACTIVE,809,Y
1464408598,Janet,Garcia,Emergency Medicine,Emergency Medicine,SCAL,Los Angeles Medical Center,MD,DEA8367775,MD,2021-04-22,INACTIVE,1744,N
1763109552,Daniel,Allen,Surgery,Surgery,NW,Interstate Medical Office,MD,DEA6873165,GA,2021-04-01,ACTIVE,1714,N
1294591700,Jacob,Baker,Pulmonology,Pulmonology,NCAL,Santa Clara Medical Center,RN,DEA4435283,VA,2005-11-28,ACTIVE,1856,N
1229097383,Thomas,Baker,Neurology,Neurology,MAS,Capitol Hill Medical Center,RN,DEA9949699,CA,2009-06-30,ACTIVE,564,Y
1075935114,Richard,Sanchez,Ophthalmology,Ophthalmology,MID,Mid-Atlantic Medical Center,MD,DEA2918359,CO,2012-10-08,ACTIVE,1298,Y
1082376466,Jeffrey,Smith,Ophthalmology,Ophthalmology,NCAL,San Francisco Medical Center,DO,DEA4147171,HI,2017-06-01,ACTIVE,750,Y
1136058522,Donna,Phillips,Psychiatry,Psychiatry,NW,Interstate Medical Office,LCSW,DEA7391842,CO,2007-06-14,ACTIVE,2438,Y
1526452616,Margaret,Johnson,Pulmonology,Pulmonology,MID,Mid-Atlantic Medical Center,MD,DEA4166897,HI,2005-04-18,ACTIVE,802,N
1788654771,Catherine,Lopez,Neurology,Neurology,SCAL,San Diego Medical Center,NP,DEA7104708,CA,2012-11-05,ACTIVE,2017,Y
1485271628,Patrick,Diaz,Surgery,Surgery,GA,Town Center Medical Office,DO,DEA6545330,WA,2014-09-29,ACTIVE,920,Y
1790724764,Robert,Gomez,Psychiatry,Psychiatry,HI,Moanalua Medical Center,MD,DEA9544176,HI,2016-07-01,ACTIVE,1763,Y
1290853149,Anthony,Lopez,Urology,Urology,NW,Westside Medical Center,PA,DEA3334172,WA,2013-09-27,ON_LEAVE,1922,N
1909989588,Sarah,Lewis,Pediatrics,Pediatrics,GA,Town Center Medical Office,MD,DEA8974100,DC,2009-11-10,ACTIVE,1390,N
1257052805,Margaret,Harris,Pediatrics,Pediatrics,MAS,Capitol Hill Medical Center,MD,DEA5733071,OR,2023-05-24,INACTIVE,1838,Y
1510251408,Nicholas,Clark,Dermatology,Dermatology,CO,Rock Creek Medical Office,MD,DEA5861134,MD,2011-08-12,ACTIVE,436,Y
1685385017,Emma,Harris,Oncology,Oncology,MAS,Capitol Hill Medical Center,PA,DEA1981151,MD,2012-02-18,ACTIVE,162,Y
1948534674,Charles,Garcia,Rheumatology,Rheumatology,SCAL,Fontana Medical Center,MD,DEA4621347,DC,2014-09-06,ACTIVE,990,Y
1092674675,Brenda,Martin,Nephrology,Nephrology,HI,Maui Lani Medical Office,DO,DEA2500488,VA,2019-07-04,ACTIVE,821,Y
1765656613,Thomas,Clark,OB/GYN,OB/GYN,NCAL,Sacramento Medical Center,DO,DEA1256010,GA,2005-08-20,ACTIVE,2111,N
1571640122,Melissa,Rivera,Rheumatology,Rheumatology,HI,Maui Lani Medical Office,MD,DEA8252987,CO,2007-12-26,ACTIVE,1954,Y
1936678837,Matthew,White,ENT,ENT,MAS,Capitol Hill Medical Center,MD,DEA1321215,CA,2008-04-26,INACTIVE,672,N
1709616468,Emma,Campbell,Urology,Urology,GA,Crescent Center,PA,DEA9234963,CO,2010-08-24,ACTIVE,1600,Y
1871978668,Angela,Cruz,Radiology,Radiology,CO,Franklin Medical Center,MD,DEA5970902,VA,2022-05-02,ACTIVE,1953,N
1831144332,Michael,Young,Oncology,Oncology,GA,Crescent Center,MD,DEA9670207,VA,2018-01-28,ACTIVE,269,N
1814725016,Christopher,Brown,Psychiatry,Psychiatry,CO,Skyline Medical Center,NP,DEA9234904,MD,2011-01-14,ACTIVE,1711,Y
1353681627,Steven,Edwards,Gastroenterology,Gastroenterology,MAS,Capitol Hill Medical Center,PA,DEA2245514,CO,2020-11-01,ACTIVE,923,Y
1786777743,Charles,Edwards,Emergency Medicine,Emergency Medicine,NCAL,Sacramento Medical Center,MD,DEA4792753,MD,2014-03-04,ACTIVE,116,N
1846139948,Brian,Flores,Pediatrics,Pediatrics,NCAL,Fremont Medical Center,MD,DEA9856889,CO,2008-06-28,INACTIVE,1110,Y
1122466125,Timothy,Jackson,Psychiatry,Psychiatry,CO,Skyline Medical Center,MD,DEA5694587,DC,2016-05-22,ACTIVE,1269,Y
1344085062,Christopher,Sanchez,Dermatology,Dermatology,GA,Town Center Medical Office,DO,DEA9628037,HI,2022-04-18,ACTIVE,2299,Y
1120749585,Stephanie,Torres,Endocrinology,Endocrinology,MAS,Tysons Corner Medical Center,PA,DEA6269090,GA,2014-06-28,ACTIVE,2328,Y
1949743917,Margaret,Martin,ENT,ENT,CO,Skyline Medical Center,PA,DEA7356860,CO,2013-05-23,ACTIVE,762,Y
1969646493,Joshua,Lee,ENT,ENT,CO,Skyline Medical Center,RN,DEA5603778,HI,2013-10-09,INACTIVE,1961,Y
1575598783,Jonathan,King,Emergency Medicine,Emergency Medicine,CO,Skyline Medical Center,NP,DEA4836977,VA,2016-09-16,ACTIVE,1604,N
1518115027,Ashley,White,ENT,ENT,SCAL,Fontana Medical Center,MD,DEA5461217,WA,2022-02-20,ACTIVE,341,N
1290682343,Cynthia,Rivera,ENT,ENT,SCAL,Riverside Medical Center,LCSW,DEA5375111,VA,2009-11-12,ON_LEAVE,1635,Y
1924998746,Ronald,Walker,Pediatrics,Pediatrics,HI,Moanalua Medical Center,MD,DEA2585153,VA,2017-12-21,ACTIVE,1731,N
1642064335,Kenneth,Jackson,Oncology,Oncology,HI,Maui Lani Medical Office,MD,DEA5079055,HI,2013-08-18,ACTIVE,1447,Y
1435162253,Jason,Baker,Radiology,Radiology,MID,Burke Medical Center,MD,DEA6520698,WA,2023-08-05,ACTIVE,1298,Y
1601767768,Kenneth,White,Cardiology,Cardiology,HI,Moanalua Medical Center,MD,DEA5872846,CA,2023-05-25,ACTIVE,671,N
1545620703,Kimberly,Evans,Psychiatry,Psychiatry,SCAL,Los Angeles Medical Center,NP,DEA4840652,DC,2005-11-26,ON_LEAVE,2084,Y
1966433556,Alexander,Sanchez,Gastroenterology,Gastroenterology,NW,Westside Medical Center,PhD,DEA9618461,CO,2013-11-10,ACTIVE,2234,N
1718337155,Samuel,Robinson,Dermatology,Dermatology,GA,Crescent Center,DO,DEA9178527,WA,2014-01-01,ACTIVE,735,Y
1121141613,Jacob,Garcia,Ophthalmology,Ophthalmology,MAS,Tysons Corner Medical Center,DO,DEA3887423,CO,2012-10-31,ACTIVE,2029,N
1914389644,James,Phillips,Neurology,Neurology,HI,Maui Lani Medical Office,MD,DEA6811882,MD,2012-09-02,ACTIVE,1331,Y
1685840411,Jonathan,Scott,Emergency Medicine,Emergency Medicine,MAS,Capitol Hill Medical Center,MD,DEA2797014,GA,2019-09-08,ACTIVE,1640,Y
1397962340,Joseph,Lewis,Nephrology,Nephrology,NW,Sunnyside Medical Center,RN,DEA4785385,GA,2012-02-09,ACTIVE,818,Y
1252724248,Shirley,Clark,Surgery,Surgery,SCAL,Riverside Medical Center,MD,DEA3114646,DC,2015-02-07,ACTIVE,2052,Y
1116630223,Steven,Moore,Pediatrics,Pediatrics,MID,Burke Medical Center,MD,DEA2465043,WA,2010-04-05,INACTIVE,765,N
1709792976,Karen,Wright,Gastroenterology,Gastroenterology,SCAL,Fontana Medical Center,RN,DEA3907604,OR,2014-11-26,ACTIVE,1157,Y
1153655060,Sharon,Flores,OB/GYN,OB/GYN,HI,Moanalua Medical Center,LCSW,DEA5902211,MD,2009-05-02,ACTIVE,2385,N
1698199360,Kevin,Miller,Internal Medicine,Internal Medicine,HI,Moanalua Medical Center,NP,DEA1787586,GA,2009-03-05,INACTIVE,2480,N
1322676982,Timothy,Phillips,Surgery,Surgery,CO,Rock Creek Medical Office,DO,DEA7464313,VA,2010-09-18,ACTIVE,1623,Y
1241545530,Thomas,Jones,Neurology,Neurology,MID,Burke Medical Center,DO,DEA9574529,WA,2017-04-29,ACTIVE,1799,Y
1012397113,Michael,Gomez,Ophthalmology,Ophthalmology,NCAL,Walnut Creek Medical Center,MD,DEA3723797,HI,2010-09-10,ACTIVE,2237,Y
1795435081,Melissa,Reyes,Psychiatry,Psychiatry,MID,Burke Medical Center,MD,DEA7424024,MD,2021-09-14,INACTIVE,2268,Y
1469098351,Daniel,Flores,Radiology,Radiology,NW,Westside Medical Center,NP,DEA6165667,HI,2020-06-28,ACTIVE,2099,N
1584708915,William,Morales,Nephrology,Nephrology,MAS,Capitol Hill Medical Center,MD,DEA9364732,CO,2006-01-29,ACTIVE,1148,N
1806777788,Jessica,Miller,Orthopedics,Orthopedics,NW,Interstate Medical Office,MD,DEA8705004,OR,2019-05-25,ACTIVE,1203,Y
1771905974,Samuel,Gomez,Ophthalmology,Ophthalmology,GA,Town Center Medical Office,MD,DEA3070925,VA,2010-09-14,ACTIVE,1581,N
1812603828,Mark,Carter,Emergency Medicine,Emergency Medicine,CO,Rock Creek Medical Office,RN,DEA7109192,MD,2016-05-14,ACTIVE,1332,N
1833692826,Robert,Campbell,Orthopedics,Orthopedics,MAS,Capitol Hill Medical Center,PA,DEA2704591,CA,2019-03-19,ACTIVE,1553,Y
1554501071,George,Young,ENT,ENT,NW,Interstate Medical Office,DO,DEA3306082,WA,2007-08-26,ACTIVE,2294,Y
1815784081,Brenda,Martin,Gastroenterology,Gastroenterology,NCAL,Oakland Medical Center,MD,DEA7053539,GA,2012-09-12,ACTIVE,1179,Y
1092230244,Rebecca,Hernandez,Oncology,Oncology,SCAL,Irvine Medical Center,NP,DEA4468524,DC,2017-03-01,ACTIVE,111,Y
1537371838,Brenda,Baker,Psychiatry,Psychiatry,CO,Rock Creek Medical Office,PhD,DEA1236452,HI,2014-11-18,ON_LEAVE,780,Y
1972492521,Christine,Clark,Neurology,Neurology,HI,Moanalua Medical Center,RN,DEA6444467,DC,2020-08-05,ACTIVE,726,Y
1508975012,Ronald,Miller,Neurology,Neurology,SCAL,Irvine Medical Center,NP,DEA3832546,CA,2022-07-09,ACTIVE,1494,N
1472834490,Eric,Ramirez,Emergency Medicine,Emergency Medicine,NCAL,Santa Clara Medical Center,MD,DEA6855357,OR,2016-04-01,ACTIVE,1647,Y
1584019694,Linda,Nguyen,Pulmonology,Pulmonology,HI,Maui Lani Medical Office,MD,DEA2471948,HI,2005-01-10,ACTIVE,446,N
1882008325,Barbara,Johnson,Oncology,Oncology,NCAL,Oakland Medical Center,MD,DEA5390115,GA,2009-10-10,ACTIVE,1765,Y
1318313912,Christopher,Turner,Gastroenterology,Gastroenterology,NW,Interstate Medical Office,MD,DEA8531725,WA,2022-06-28,ACTIVE,1093,Y
1344753642,Ronald,Williams,Pulmonology,Pulmonology,SCAL,Downey Medical Center,RN,DEA9910595,OR,2017-06-16,ACTIVE,200,Y
1237922280,Frank,Edwards,Emergency Medicine,Emergency Medicine,MAS,Capitol Hill Medical Center,NP,DEA3198223,VA,2006-11-10,ACTIVE,2078,Y
1302153010,Ryan,Evans,Endocrinology,Endocrinology,CO,Rock Creek Medical Office,MD,DEA6361856,CA,2007-10-02,ACTIVE,722,Y
1661320599,Carol,Gomez,Endocrinology,Endocrinology,HI,Maui Lani Medical Office,NP,DEA1905891,OR,2022-12-14,ACTIVE,2472,Y
1778035023,Christopher,Perez,Ophthalmology,Ophthalmology,GA,Crescent Center,MD,DEA4737120,VA,2020-10-07,ACTIVE,1468,N
1198321255,Brandon,Green,Ophthalmology,Ophthalmology,HI,Moanalua Medical Center,PA,DEA4687958,GA,2020-02-07,ACTIVE,1466,Y
1894503560,Margaret,Davis,Dermatology,Dermatology,SCAL,Irvine Medical Center,PA,DEA3996678,GA,2011-03-15,ACTIVE,751,N
1488443206,Jonathan,Morales,OB/GYN,OB/GYN,MAS,Capitol Hill Medical Center,MD,DEA7960848,HI,2016-06-19,ACTIVE,192,Y
1379334057,David,Mitchell,Surgery,Surgery,SCAL,Downey Medical Center,PA,DEA6259484,MD,2015-01-02,ACTIVE,1076,Y
1737811964,Linda,Gomez,Urology,Urology,CO,Skyline Medical Center,PA,DEA7574191,MD,2016-04-19,ACTIVE,388,Y
1174922927,Brian,Hernandez,Gastroenterology,Gastroenterology,GA,Town Center Medical Office,PA,DEA2844541,OR,2012-10-28,ACTIVE,553,N
1901978985,Helen,Garcia,Psychiatry,Psychiatry,GA,Crescent Center,MD,DEA5139038,GA,2007-07-13,ACTIVE,453,N
1840304992,Laura,Smith,Urology,Urology,MAS,Tysons Corner Medical Center,DO,DEA4037201,GA,2009-09-26,ACTIVE,1929,N
1652657912,Anthony,Walker,Internal Medicine,Internal Medicine,HI,Moanalua Medical Center,PhD,DEA6070712,MD,2012-03-15,ACTIVE,1971,N
1702578156,William,Jones,Gastroenterology,Gastroenterology,HI,Moanalua Medical Center,NP,DEA9054107,HI,2012-02-08,ACTIVE,2414,Y
1857279977,Thomas,Collins,Psychiatry,Psychiatry,SCAL,Downey Medical Center,MD,DEA6151298,CO,2014-07-08,ACTIVE,361,N
1618935295,Nicholas,Scott,Oncology,Oncology,SCAL,Fontana Medical Center,PhD,DEA2188166,OR,2023-01-31,ACTIVE,1073,Y
1538330041,Mary,Thomas,Emergency Medicine,Emergency Medicine,CO,Franklin Medical Center,LCSW,DEA4749626,GA,2007-10-13,ACTIVE,2151,Y
1403257069,Melissa,Edwards,Rheumatology,Rheumatology,NCAL,San Francisco Medical Center,DO,DEA1665999,GA,2010-04-19,ACTIVE,464,Y
1655867892,Jacob,Carter,Gastroenterology,Gastroenterology,SCAL,Fontana Medical Center,PA,DEA7924480,MD,2005-02-09,ACTIVE,759,N
1739142962,Larry,Diaz,Internal Medicine,Internal Medicine,SCAL,Irvine Medical Center,NP,DEA4214931,GA,2018-07-04,INACTIVE,2197,Y
1398610680,Brandon,Lewis,Pulmonology,Pulmonology,GA,Crescent Center,MD,DEA8313514,CA,2016-07-19,ACTIVE,1926,N
1378978816,Frank,Ramirez,Emergency Medicine,Emergency Medicine,NW,Sunnyside Medical Center,PhD,DEA4421287,GA,2019-07-20,ACTIVE,912,Y
1379549821,Andrew,Hill,Pediatrics,Pediatrics,GA,Town Center Medical Office,DO,DEA2134638,GA,2015-10-16,ACTIVE,2235,N
1219741966,Stephen,Jackson,Urology,Urology,MID,Mid-Atlantic Medical Center,MD,DEA7048961,WA,2006-08-27,ACTIVE,2352,N
1995520938,Richard,Rivera,Orthopedics,Orthopedics,MAS,Tysons Corner Medical Center,MD,DEA7443632,MD,2008-07-27,ACTIVE,1867,Y
1749357849,Robert,Garcia,Pediatrics,Pediatrics,SCAL,Irvine Medical Center,NP,DEA3062791,HI,2021-06-06,ACTIVE,810,Y
1169686349,Katherine,Gomez,OB/GYN,OB/GYN,NW,Sunnyside Medical Center,MD,DEA4113702,CA,2009-01-08,ACTIVE,199,Y
1336187368,Alexander,Thompson,Surgery,Surgery,SCAL,Los Angeles Medical Center,PA,DEA8532359,MD,2008-05-23,ACTIVE,1402,Y
1786254847,Gary,Anderson,Oncology,Oncology,HI,Maui Lani Medical Office,MD,DEA9270161,CA,2013-08-22,ACTIVE,2212,Y
1136702881,Jeffrey,Cruz,ENT,ENT,HI,Moanalua Medical Center,NP,DEA8773073,CA,2018-01-28,ACTIVE,2426,Y
1816709807,Jacob,Gomez,Endocrinology,Endocrinology,GA,Crescent Center,PA,DEA2028921,DC,2005-10-01,ACTIVE,1455,Y
1611902560,Dorothy,Harris,Neurology,Neurology,NCAL,Walnut Creek Medical Center,NP,DEA7556263,OR,2010-09-09,ACTIVE,272,Y
1638412724,Sarah,Campbell,Urology,Urology,GA,Town Center Medical Office,MD,DEA3100274,CO,2022-12-24,ACTIVE,1408,Y
1419057414,Patricia,Wilson,Endocrinology,Endocrinology,SCAL,Los Angeles Medical Center,MD,DEA1687437,DC,2013-02-08,ACTIVE,1753,N
1557648278,Joshua,Roberts,Pediatrics,Pediatrics,NW,Westside Medical Center,DO,DEA9674431,CO,2023-08-06,ACTIVE,2202,N
1980472864,Nancy,Wright,Cardiology,Cardiology,CO,Franklin Medical Center,DO,DEA9436728,DC,2021-11-30,ON_LEAVE,2347,Y
1624804852,Scott,Thomas,Rheumatology,Rheumatology,MID,Burke Medical Center,RN,DEA1731660,MD,2017-02-16,ACTIVE,2468,N
1266716631,Brian,Phillips,Nephrology,Nephrology,GA,Town Center Medical Office,RN,DEA7932012,DC,2020-10-23,ACTIVE,125,N
1157012466,John,Mitchell,Urology,Urology,NCAL,Sacramento Medical Center,MD,DEA7089730,VA,2014-01-02,ACTIVE,130,N
1883752131,Samantha,Murphy,Internal Medicine,Internal Medicine,MAS,Tysons Corner Medical Center,PhD,DEA5603826,VA,2015-05-14,ACTIVE,671,N
1417192314,Catherine,Walker,Nephrology,Nephrology,GA,Crescent Center,DO,DEA6626672,OR,2023-05-21,ACTIVE,1760,Y
1014874183,Linda,Flores,Orthopedics,Orthopedics,HI,Maui Lani Medical Office,NP,DEA4473039,CO,2011-10-11,ACTIVE,2053,Y
1902697784,Emily,Wilson,Radiology,Radiology,SCAL,San Diego Medical Center,PA,DEA4940000,OR,2022-08-21,ACTIVE,1037,Y
1223092453,Amy,Young,Pulmonology,Pulmonology,CO,Skyline Medical Center,PA,DEA7371985,CO,2010-03-06,INACTIVE,1587,Y
1414089129,Jonathan,Flores,Pediatrics,Pediatrics,CO,Skyline Medical Center,NP,DEA9549940,OR,2015-12-12,ACTIVE,2023,N
1475574784,Anthony,Davis,Internal Medicine,Internal Medicine,CO,Franklin Medical Center,MD,DEA1654307,MD,2014-02-05,ACTIVE,958,N
1024201827,Gregory,Harris,Dermatology,Dermatology,MID,Mid-Atlantic Medical Center,MD,DEA9992509,DC,2020-01-02,ON_LEAVE,2288,Y
1056984298,Christopher,Adams,Psychiatry,Psychiatry,MID,Mid-Atlantic Medical Center,MD,DEA2251581,GA,2014-04-01,ACTIVE,1914,N
1149282083,Anna,Clark,Neurology,Neurology,NCAL,Sacramento Medical Center,NP,DEA3908913,CO,2010-10-07,ACTIVE,553,Y
1996465633,Paul,Thompson,Emergency Medicine,Emergency Medicine,CO,Skyline Medical Center,MD,DEA2550130,MD,2021-04-03,ACTIVE,459,Y
1007576354,Patricia,Smith,Gastroenterology,Gastroenterology,NCAL,Santa Clara Medical Center,MD,DEA1748545,CA,2022-05-31,ACTIVE,731,Y
1667343912,Mary,Carter,Orthopedics,Orthopedics,CO,Rock Creek Medical Office,DO,DEA5846055,CA,2016-05-21,ACTIVE,1165,Y
1613230528,Ronald,Davis,Pulmonology,Pulmonology,NCAL,Walnut Creek Medical Center,PA,DEA9689145,CO,2008-07-07,ON_LEAVE,2285,Y
1688900050,Joseph,Evans,Pediatrics,Pediatrics,CO,Skyline Medical Center,LCSW,DEA9524138,WA,2010-04-26,ACTIVE,1905,N
1105715486,Brandon,Mitchell,Radiology,Radiology,MAS,Capitol Hill Medical Center,MD,DEA1630490,CA,2006-10-28,ON_LEAVE,476,N
1955112052,Jennifer,Sanchez,Internal Medicine,Internal Medicine,CO,Rock Creek Medical Office,MD,DEA3257058,DC,2006-01-17,INACTIVE,2356,Y
1844180505,Edward,Stewart,Emergency Medicine,Emergency Medicine,CO,Franklin Medical Center,NP,DEA8613429,VA,2012-09-23,ACTIVE,2304,Y
1867354822,Katherine,White,Ophthalmology,Ophthalmology,MAS,Tysons Corner Medical Center,MD,DEA2964673,MD,2010-08-01,ACTIVE,2278,Y
1687604262,Charles,Hernandez,Emergency Medicine,Emergency Medicine,NW,Westside Medical Center,MD,DEA2533936,CO,2011-11-17,ACTIVE,2037,Y
1717990558,Justin,Gonzalez,Psychiatry,Psychiatry,GA,Town Center Medical Office,MD,DEA1976421,DC,2012-07-22,ACTIVE,925,N
1436031097,Benjamin,Phillips,Pediatrics,Pediatrics,GA,Town Center Medical Office,MD,DEA4976048,WA,2017-10-30,INACTIVE,226,Y
1260127794,Christine,Thomas,Oncology,Oncology,NW,Interstate Medical Office,MD,DEA6296584,VA,2021-08-24,ACTIVE,1961,N
1865347973,Christine,Mitchell,Cardiology,Cardiology,NCAL,Walnut Creek Medical Center,LCSW,DEA7499377,GA,2022-08-09,ACTIVE,1087,N
1218265711,Timothy,Hill,Gastroenterology,Gastroenterology,NW,Westside Medical Center,PA,DEA6834539,VA,2011-01-14,ACTIVE,259,N
1224605264,Angela,Garcia,Surgery,Surgery,GA,Crescent Center,NP,DEA1044848,CA,2005-01-25,INACTIVE,250,N
1674613829,Frank,Martinez,Nephrology,Nephrology,NW,Westside Medical Center,DO,DEA2630067,DC,2011-11-10,ON_LEAVE,1817,Y
1236308727,Deborah,Turner,ENT,ENT,MID,Burke Medical Center,PA,DEA7222147,OR,2005-09-17,ACTIVE,817,N
1483702713,Daniel,Jones,ENT,ENT,MAS,Capitol Hill Medical Center,MD,DEA4781129,CA,2006-05-04,ACTIVE,595,N
1218913812,Michael,Morales,Internal Medicine,Internal Medicine,MID,Mid-Atlantic Medical Center,NP,DEA9412624,MD,2009-12-04,ACTIVE,1816,N
1570368034,Gregory,Roberts,Endocrinology,Endocrinology,MAS,Tysons Corner Medical Center,DO,DEA8648363,HI,2016-08-07,INACTIVE,2450,Y
1070017683,Margaret,Carter,Pediatrics,Pediatrics,CO,Rock Creek Medical Office,MD,DEA8073187,WA,2015-07-25,INACTIVE,1370,N
1323557013,Susan,Nguyen,Neurology,Neurology,GA,Town Center Medical Office,MD,DEA1313975,OR,2020-02-19,ACTIVE,1358,Y
1077768195,Jessica,Gonzalez,Pulmonology,Pulmonology,GA,Crescent Center,MD,DEA8587515,DC,2013-12-30,ACTIVE,830,Y
1708641714,Betty,Scott,Oncology,Oncology,NCAL,Walnut Creek Medical Center,MD,DEA9787201,HI,2022-08-20,ACTIVE,574,Y
1313583096,Stephen,Parker,Neurology,Neurology,MAS,Tysons Corner Medical Center,MD,DEA8788777,CA,2022-01-29,ACTIVE,2043,N
1552278994,Christine,Davis,Orthopedics,Orthopedics,CO,Franklin Medical Center,MD,DEA3331797,HI,2021-05-14,ACTIVE,1842,Y
